fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id,video_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,gloss
25,-1,1,13,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Buy.mp4,0,08485,441,65,911,720,buy
25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466725657.9852.mp4,0,08486,74,28,524,480,buy
25,-1,1,0,90,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CALL-65.mp4,0,65290,169,13,457,370,call
25,-1,1,4,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/8/8872.mp4,1,08706,67,11,215,192,call
25,-1,1,6,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9229.mp4,1,08707,51,14,208,192,call
25,-1,1,11,104,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/E(/E(call)-1909.mp4,0,65556,153,6,467,370,call
25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/call.mp4,0,08713,162,51,538,400,call
25,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call%20copy-Y2Mgkkiy_xA.mp4,1,08689,523,23,1639,1080,call
25,-1,1,15,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Call-ypM7UO3bocI.mp4,0,08690,741,149,1483,1080,call
25,-1,1,16,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466726118.1106.mp4,1,08691,96,17,536,480,call
25,-1,1,17,17,asldeafined,train,https://media.asldeafined.com/vocabulary/1471143923.4012.mp4,1,08692,22,19,586,480,call
25,-1,1,19,15,asldeafined,val,https://media.asldeafined.com/vocabulary/1527808150.9457.mp4,0,08694,85,23,532,480,call
25,-1,1,28,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6738.mp4,0,08701,57,13,216,192,call
25,-1,1,29,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6918.mp4,0,08702,75,14,229,192,call
25,-1,1,6,12,aslsearch,train,http://www.aslsearch.com/signs/videos/coffee.mp4,0,11566,191,55,560,400,coffee
25,-1,1,7,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COFFEE-2035.mp4,0,65375,193,34,462,370,coffee
25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/74941.mp4,0,11558,48,10,252,240,coffee
25,-1,1,10,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/coffee.mp4,0,11559,421,59,808,720,coffee
25,-1,1,11,70,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20coffee-zjqRswd2CkM.mp4,0,11560,380,12,734,480,coffee
25,-1,1,12,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899664.8061.mp4,0,11561,128,22,520,480,coffee
25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7924.mp4,0,11563,89,14,228,192,coffee
25,-1,1,0,99,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLD-432.mp4,0,65377,129,16,476,370,cold
25,-1,1,1,12,aslsearch,test,http://www.aslsearch.com/signs/videos/cold.mp4,0,11638,180,57,551,400,cold
25,-1,1,2,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cold.mp4,0,11622,210,16,540,414,cold
25,-1,1,3,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20cold%203-YldGtQZmZYU.mp4,0,11623,380,16,825,480,cold
25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-u2a1DwJhmrQ.mp4,0,11624,593,70,1468,1080,cold
25,-1,1,5,39,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cold-V5nv_yk_Ah8.mp4,0,11625,624,133,1621,1072,cold
25,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cold.mp4,0,11627,411,31,1128,720,cold
25,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466899767.7689.mp4,0,11628,116,29,513,480,cold
25,-1,1,11,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399313.mp4,0,11621,59,16,263,240,cold
25,-1,1,15,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22759.mp4,0,11633,88,22,216,192,cold
25,-1,1,16,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22867.mp4,0,11634,65,21,233,192,cold
25,-1,1,17,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7159.mp4,0,11635,79,16,221,192,cold
25,-1,1,7,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COLLEGE-2038.mp4,0,65379,190,35,461,370,college
25,-1,1,8,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58486.mp4,0,11708,46,5,256,240,college
25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/college.mp4,0,11718,181,56,536,400,college
25,-1,1,11,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/college.mp4,0,11709,405,73,845,720,college
25,-1,1,12,31,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20College.mp4,0,11710,431,36,1166,720,college
25,-1,1,13,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466899881.4501.mp4,0,11711,82,20,520,480,college
25,-1,1,15,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/5/5794.mp4,0,11713,57,5,218,192,college
25,-1,1,2,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903369.6461.mp4,0,13269,133,22,526,480,copy
25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/1/1380.mp4,0,13273,72,14,217,192,copy
25,-1,1,8,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/24/24147.mp4,0,13275,89,17,211,192,copy
25,-1,1,9,102,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COPY-1165.mp4,0,65405,171,19,496,370,copy
25,-1,1,14,12,aslsearch,val,http://www.aslsearch.com/signs/videos/copy2.mp4,0,13278,179,56,532,400,copy
25,-1,1,15,12,aslsearch,train,http://www.aslsearch.com/signs/videos/copy.mp4,0,13279,172,54,530,400,copy
25,-1,1,16,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy%202-JFnW_6la6nc.mp4,0,13267,574,62,1437,1080,copy
25,-1,1,17,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Copy-bxtQREjPuTg.mp4,0,13268,856,128,1714,1070,copy
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8732.mp4,0,14457,69,11,207,192,cute
25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8733.mp4,0,14458,74,10,214,192,cute
25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cute.mp4,0,14461,186,63,546,400,cute
25,-1,1,12,0,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/58499.mp4,0,14451,45,0,237,240,cute
25,-1,1,13,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cute.mp4,0,14452,382,50,798,720,cute
25,-1,1,14,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906048.8806.mp4,0,14453,144,38,528,480,cute
25,-1,1,15,34,asldeafined,train,https://media.asldeafined.com/vocabulary/1546573069.1645.mp4,0,14454,186,76,505,480,cute
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6365.mp4,0,14755,63,16,210,192,daughter
25,-1,1,5,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/8/8464.mp4,0,14756,67,21,209,191,daughter
25,-1,1,6,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8466.mp4,0,14757,66,19,207,192,daughter
25,-1,1,7,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DA/DAUGHTER-1211.mp4,0,65443,185,17,486,370,daughter
25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/daughter.mp4,0,14760,183,61,534,400,daughter
25,-1,1,11,75,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399330.mp4,0,14749,25,0,288,240,daughter
25,-1,1,12,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/daughter.mp4,0,14750,435,70,855,720,daughter
25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter%20Old-v4cNSS7EQus.mp4,0,14751,412,40,1642,1080,daughter
25,-1,1,14,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Daughter--CRawrGay1g.mp4,0,14752,867,55,1730,1075,daughter
25,-1,1,15,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906650.7965.mp4,0,14753,110,18,533,480,daughter
25,-1,1,1,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%202-y3XklXpz9Xc.mp4,1,20067,741,17,1678,1080,example
25,-1,1,2,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example%203-eKHr0uVDy9g.mp4,1,20068,709,16,1686,1080,example
25,-1,1,4,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-H2rgcfiBkbo.mp4,0,20070,592,68,1506,1080,example
25,-1,1,5,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Example-luDr_yqrP4s.mp4,1,20071,583,25,1707,1080,example
25,-1,1,6,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468378376.6984.mp4,0,20072,64,11,581,480,example
25,-1,1,8,98,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-1337.mp4,0,65652,172,30,470,370,example
25,-1,1,9,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-2305.mp4,0,65653,194,40,470,370,example
25,-1,1,10,92,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EX/EXAMPLE-2958.mp4,1,65654,187,39,466,370,example
25,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6176.mp4,0,20074,76,15,213,192,example
25,-1,1,14,41,aslsearch,test,http://www.aslsearch.com/signs/videos/example.mp4,0,20077,236,46,485,400,example
25,-1,1,16,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455572.mp4,0,20066,75,1,239,240,example
25,-1,1,2,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-Is4-JyMoX5A.mp4,0,21073,493,68,1462,1080,far
25,-1,1,3,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-sfcP223iU-4.mp4,0,21074,482,57,1647,1080,far
25,-1,1,4,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1499869515.5396.mp4,1,21075,143,35,525,480,far
25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23561.mp4,0,21077,45,0,208,192,far
25,-1,1,7,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/23/23562.mp4,1,21078,48,14,222,192,far
25,-1,1,8,94,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FA/FAR-699.mp4,0,65682,163,23,453,370,far
25,-1,1,9,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455630.mp4,0,21069,67,0,248,240,far
25,-1,1,13,41,aslsearch,val,http://www.aslsearch.com/signs/videos/remote.mp4,0,21081,183,42,489,400,far
25,-1,1,14,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/far.mp4,1,21070,362,57,898,720,far
25,-1,1,15,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far%202-0WbL8BG12fo.mp4,1,21071,539,64,1456,1080,far
25,-1,1,16,3,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Far-6By4ve8GCtI.mp4,1,21072,359,0,1402,1080,far
25,-1,1,2,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/first.mp4,1,22086,401,54,816,720,first
25,-1,1,3,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468494663.4948.mp4,1,22087,75,6,560,480,first
25,-1,1,10,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/7/7760.mp4,1,22094,77,16,223,192,first
25,-1,1,11,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-1474.mp4,1,65729,149,21,446,370,first
25,-1,1,12,106,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-1475.mp4,1,65730,173,31,506,370,first
25,-1,1,13,106,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FIRST-458.mp4,0,65728,154,28,497,370,first
25,-1,1,14,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455675.mp4,0,22085,66,0,250,240,first
25,-1,1,16,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/8/8417.mp4,0,22095,92,18,226,191,first
25,-1,1,19,12,aslsearch,train,http://www.aslsearch.com/signs/videos/first.mp4,0,22098,176,51,563,400,first
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14372.mp4,0,23574,71,10,215,192,friend
25,-1,1,7,106,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FR/FRIEND-462.mp4,0,65782,156,41,485,369,friend
25,-1,1,10,12,aslsearch,train,http://www.aslsearch.com/signs/videos/friend.mp4,0,23578,178,51,542,400,friend
25,-1,1,11,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456372.mp4,0,23568,45,0,283,240,friend
25,-1,1,12,36,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/friend.mp4,0,23569,217,18,524,414,friend
25,-1,1,13,70,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Friend-kf4Rs2291OM.mp4,0,23570,389,15,812,480,friend
25,-1,1,14,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468514220.311.mp4,0,23572,66,9,582,480,friend
25,-1,1,1,118,aslbrick,train,http://aslbricks.org/New/ASL-Videos/good.mp4,0,69347,363,43,868,720,good
25,-1,1,3,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14369.mp4,1,25072,79,10,216,192,good
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6519.mp4,0,25073,77,16,217,192,good
25,-1,1,7,94,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GOOD-472.mp4,0,65835,165,19,451,370,good
25,-1,1,8,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456461.mp4,1,25066,69,0,250,240,good
25,-1,1,10,41,aslsearch,train,http://www.aslsearch.com/signs/videos/good.mp4,1,25076,244,43,499,400,good
25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/good.mp4,1,25067,224,16,519,414,good
25,-1,1,12,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20good2-teA9no8RAog.mp4,0,25068,287,11,778,480,good
25,-1,1,13,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Good-kA-FPrCV88o.mp4,1,25069,759,56,1660,1080,good
25,-1,1,14,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468549579.7523.mp4,0,25070,87,8,536,480,good
25,-1,1,4,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23649.mp4,1,26530,66,15,210,192,happy
25,-1,1,5,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23650.mp4,0,26531,67,13,230,192,happy
25,-1,1,6,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23651.mp4,0,26532,59,14,234,192,happy
25,-1,1,8,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/456551.mp4,0,26524,42,3,276,240,happy
25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/happy.mp4,1,26537,146,53,540,400,happy
25,-1,1,14,36,startasl,test,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/happy.mp4,1,26525,194,16,518,414,happy
25,-1,1,15,46,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Happy.mp4,0,26526,254,0,892,720,happy
25,-1,1,16,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1468579583.2605.mp4,1,26527,47,18,516,480,happy
25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/home.mp4,0,69366,290,33,882,720,home
25,-1,1,7,19,elementalasl,val,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/home.mov,0,27765,81,6,226,180,home
25,-1,1,9,41,aslsearch,train,http://www.aslsearch.com/signs/videos/residence.mp4,0,27775,224,40,477,400,home
25,-1,1,10,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58526.mp4,0,27766,50,8,236,240,home
25,-1,1,11,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/home.mp4,0,27767,221,14,524,414,home
25,-1,1,12,21,asldeafined,val,https://media.asldeafined.com/vocabulary/1468581607.3342.mp4,0,27768,80,12,525,480,home
25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7180.mp4,0,27770,73,17,222,192,home
25,-1,1,1,21,asldeafined,test,https://media.asldeafined.com/vocabulary/1468670827.8910.mp4,0,31900,81,21,583,480,know
25,-1,1,2,15,asldeafined,train,https://media.asldeafined.com/vocabulary/1522766867.4800.mp4,0,31901,144,30,526,480,know
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9496.mp4,0,31903,48,9,221,192,know
25,-1,1,7,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/KN/KNOW-554.mp4,0,66002,178,12,484,370,know
25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/know.mp4,0,31909,168,67,554,400,know
25,-1,1,13,8,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457474.mp4,0,31897,62,2,238,240,know
25,-1,1,14,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/know.mp4,0,31898,184,17,522,414,know
25,-1,1,15,27,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Know-aCx2fU-hklU.mp4,0,31899,456,46,1792,1080,know
25,-1,1,2,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468671400.7103.mp4,0,32304,47,0,531,480,late
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14721.mp4,0,32306,41,7,229,192,late
25,-1,1,8,96,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LA/LATE-1689.mp4,0,66013,207,34,563,370,late
25,-1,1,9,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457495.mp4,0,32300,14,1,238,240,late
25,-1,1,12,12,aslsearch,val,http://www.aslsearch.com/signs/videos/late.mp4,0,32311,131,55,548,400,late
25,-1,1,13,12,aslsearch,train,http://www.aslsearch.com/signs/videos/late.mp4,0,32312,131,55,548,400,late
25,-1,1,15,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/late.mp4,0,32302,307,54,806,720,late
25,-1,1,16,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Late-dyYqPvUysCQ.mp4,0,32303,627,53,1592,1080,late
25,-1,1,5,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/leave.mp4,1,32655,394,50,811,720,leave
25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/leave.mp4,1,32677,180,53,569,400,leave
25,-1,1,11,106,aslsignbank,test,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LE/LEAVE-471.mp4,0,66025,129,39,469,370,leave
25,-1,1,12,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Leave%2C%20Strike-2gkECov8jEc.mp4,0,32657,632,134,1572,1062,leave
25,-1,1,13,27,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Leave-e_PuKm3xt7A.mp4,0,32658,530,45,1786,1080,leave
25,-1,1,14,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Leave-ihxQx3ngWyc.mp4,0,32659,456,126,1493,1072,leave
25,-1,1,16,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468671849.7366.mp4,1,32661,16,0,577,480,leave
25,-1,1,17,13,asldeafined,val,https://media.asldeafined.com/vocabulary/1469158423.398.mp4,0,32662,99,21,480,480,leave
25,-1,1,19,37,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/457518.mp4,1,32654,58,9,308,240,leave
25,-1,1,24,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,0,32667,32,14,204,192,leave
25,-1,1,26,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22740.mp4,1,32669,92,15,254,192,leave
25,-1,1,1,31,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20List-UOfIIfQ2XZc.mp4,0,33475,626,60,1408,1080,list
25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468712054.3568.mp4,0,33477,141,0,515,480,list
25,-1,1,5,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/23/23283.mp4,0,33479,102,19,221,192,list
25,-1,1,6,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/23/23285.mp4,0,33480,106,20,217,192,list
25,-1,1,8,103,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/LI/LIST-1644.mp4,0,66075,155,29,489,370,list
25,-1,1,9,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/list.mov,0,33472,83,3,235,180,list
25,-1,1,14,41,aslsearch,train,http://www.aslsearch.com/signs/videos/list.mp4,0,33486,239,45,496,400,list
25,-1,1,15,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/75021.mp4,0,33473,58,9,258,240,list
25,-1,1,16,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Lesson%2C%20List%2C%20Recipe-8d-XUOnzYFE.mp4,0,33474,651,62,1416,1080,list
25,-1,1,0,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457582.mp4,0,34002,66,0,237,240,lose
25,-1,1,1,60,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Lose%20(Trimmed)-Tjt-yGXkpfQ.mp4,1,34004,284,14,606,360,lose
25,-1,1,2,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Lose%2C%20Lost-1960eVTWUJw.mp4,0,34005,562,53,1605,1080,lose
25,-1,1,3,52,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20lose-srt0wJbxsZE.mp4,1,34006,371,11,815,480,lose
25,-1,1,4,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20lose.mp4,1,34007,274,8,614,360,lose
25,-1,1,5,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468712664.805.mp4,0,34008,128,0,558,480,lose
25,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6520.mp4,1,34012,77,18,202,192,lose
25,-1,1,15,41,aslsearch,train,http://www.aslsearch.com/signs/videos/lose2.mp4,0,34017,234,40,523,400,lose
25,-1,1,16,41,aslsearch,train,http://www.aslsearch.com/signs/videos/lose.mp4,1,34018,243,39,510,400,lose
25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/name.mp4,0,69405,331,37,917,720,name
25,-1,1,7,56,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/48612.mp4,0,37580,23,0,272,240,name
25,-1,1,9,12,aslsearch,train,http://www.aslsearch.com/signs/videos/name.mp4,0,37590,213,53,573,400,name
25,-1,1,10,32,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Name-DikA_15hmng.mp4,0,37581,610,67,1575,1080,name
25,-1,1,11,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468717645.5170.mp4,0,37582,154,0,534,480,name
25,-1,1,14,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7751.mp4,0,37585,81,15,229,192,name
25,-1,1,1,118,aslbrick,test,http://aslbricks.org/New/ASL-Videos/old.mp4,0,69419,369,40,878,720,old
25,-1,1,5,56,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/49163.mp4,0,39624,46,0,260,240,old
25,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6337.mp4,0,39632,74,16,213,192,old
25,-1,1,11,12,aslsearch,train,http://www.aslsearch.com/signs/videos/stale.mp4,0,39635,204,53,557,400,old
25,-1,1,12,36,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/old.mp4,0,39625,228,17,526,414,old
25,-1,1,13,27,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Old-PYeMIH_-Kog.mp4,0,39626,862,63,1737,1069,old
25,-1,1,14,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468721358.1844.mp4,0,39627,125,0,502,480,old
25,-1,1,3,13,asldeafined,train,https://media.asldeafined.com/vocabulary/1468725222.7589.mp4,0,42227,149,0,549,480,person
25,-1,1,7,10,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/22/22125.mp4,0,42231,87,22,205,192,person
25,-1,1,8,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22125.mp4,0,42232,87,22,205,192,person
25,-1,1,11,101,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/PE/PERSON-888.mp4,0,66280,194,7,478,370,person
25,-1,1,12,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/457738.mp4,0,42225,67,0,258,240,person
25,-1,1,18,12,aslsearch,train,http://www.aslsearch.com/signs/videos/person.mp4,0,42239,197,56,562,400,person
25,-1,1,19,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Person-JuPDRv_OWWQ.mp4,0,42226,752,58,1668,1078,person
25,-1,1,4,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/14/14010.mp4,0,43528,74,7,211,192,police
